站点编号	站点	网页链接	站点数	联系方式站点类型	站点名称（logo）/账号名称（Facebook）	联系方式类型	手机	固话	邮箱	联系人	职位	公司名称（抓取）	地址（抓取）	标签（Facebook）	粉丝数（Facebook）	企业名称（工商）	统一码（工商）	法人姓名（工商）	一级行业分类（工商）	二级行业分类（工商）	注册地址-省（工商）	注册地址-市（工商）	注册地址-区（工商）	注册地址（工商）	注册资本（工商）	成立时间（工商）	备案官网（工商）	优先级
26	iqibla.com	https://iqibla.com/pages/about-us	1	官方网站	iQIBLA	邮箱	""	""	agent@iqibla.com	""	""	""	深圳市南山区大石一路深圳国际创新谷三期8号楼A座19层	产品/服务	14万	""	""	""	""	""	""	""	""	""	""	""	""	14
221	www.deegnt.com	https://www.facebook.com/deegnt01/	1	Facebook	Deegnt	邮箱	""	""	service@deegnt.com	""	""	汝州市明晶商贸有限公司	""	珠宝/手表	"""3,707"""	汝州市明晶商贸有限公司	91410482MA9FQPY703	郝欧洋	批发和零售业	零售业	河南省	平顶山市	汝州市	汝州市北环路427号	100.0	2020-09-18	""	12
141	metalkitor.com	https://www.facebook.com/Metalkitor.etc；https://metalkitor.com/pages/about-missing-parts	2	官方网站；Facebook	Metalkitor；metalkitor	邮箱	""	""	service@metalkitor.com	""	""	""	美国纽约州纽约 · 美国加利福尼亚州爾灣 · 美国加利福尼亚州洛杉矶	手工艺	7448	""	""	""	""	""	""	""	""	""	""	""	""	12
257	au.buykud.com	https://www.facebook.com/buykudau/	1	Facebook	Buykud-Au	邮箱	""	""	service@buykud.com	""	""	""	""	女装店	1.3 万	""	""	""	""	""	""	""	""	""	""	""	""	12
15	magicshine.com	https://magicshine.com/pages/magicshine-customer-survey	1	官方网站	Magicshine Store	邮箱	""	""	info@magicshine.com	""	""	""	美国俄勒冈州阿什兰 97520	户外与体育用品公司	6.3万	""	""	""	""	""	""	""	""	""	""	""	""	14
123	www.ktvlights.com	""	1	工商匹配	""	手机	86-13851738559	""	""	法人	马	""	""	""	""	南京迈席森文化传播有限公司	91320111339389860D	马进	文化、体育和娱乐业	文化艺术业	江苏省	南京市	浦口区	南京市浦口区江浦街道凤凰大街10号-1212	1000.0	2015-07-10	""	1
231	babaroni.co.uk	https://babaroni.co.uk/pages/about-us	1	官方网站	BABARONI UK	手机	86-18936095508	""	""	""	""	""	Room 1510, Unit 2, Floor 12, Building 4, Courtyard 11, Shuangying Road, Chaoyang District, Beijing；	服装（品牌）	1.2 万	""	""	""	""	""	""	""	""	""	""	""	""	6
255	cn.tanabana.com.pk	https://www.facebook.com/tanabanashop/	1	Facebook	Tana Bana Fabrics	邮箱	""	""	info@tanabana.com.pk	""	""	""	""	服装	8.6 万	""	""	""	""	""	""	""	""	""	""	""	""	12
18	iaohi.com	https://www.facebook.com/AohiGlobal/	1	Facebook	AOHI	邮箱	""	""	support@iaohi.com	""	""	""	香港湾仔告士打道160号OTB大厦25楼	电子产品	2.4万	""	""	""	""	""	""	""	""	""	""	""	""	12
178	www.suprent-us.com	""	1	工商匹配	""	邮箱	""	""	641152443@qq.com	""	""	""	""	""	""	八橙科技（广州）有限公司	91440106MA59DYL871	卢祥	科学研究和技术服务业	研究和试验发展	广东省	广州市	天河区	广州市天河区高唐路229号-(部位:802房)(仅限办公)	1000.0	2016-07-22	8-oranges.com	16
90	www.dernord.com	https://www.facebook.com/p/Dernord-100069643652069/?paipv=0&eav=AfbNhOAt4vR8mXCfALNjGJc1uq9DzWWZS9m4XMfW2dKzKWekcTFguJN9JprIw_eNyKQ&_rdr	1	Facebook	Dernord	邮箱	""	""	info@dernord.com	""	""	""	""	零售购物	16	""	""	""	""	""	""	""	""	""	""	""	""	12
219	www.ombreprom.com	https://www.facebook.com/ombreprom	1	Facebook	Ombreprom	邮箱	""	""	ombreprom.service@gmail.com	""	""	""	""	服装（品牌）	"""7,938"""	""	""	""	""	""	""	""	""	""	""	""	""	12
2	nevstudio.com	""	1	工商匹配	""	邮箱	""	""	hanna1988@qq.com	""	朱	""	""	""	""	深圳市帝迩科技有限公司	91440300MA5DE04Q24	朱梅花	批发和零售业	批发业	广东省	深圳市	龙岗区	深圳市龙岗区吉华街道甘坑社区甘李二路9号金苹果创新园厂房A1701	100.0	2016-06-03	""	16
101	dinolize.com	https://www.facebook.com/Dinolize/；https://dinolize.com/pages/about-us	2	官方网站；Facebook	Dinolize	手机	86-13570740810	""	""	""	""	青岛煜佳烨成商贸有限公司；Qingdao Yujia Yecheng Trading Limited.	No.42 Baifu Road, Xifu Town, Chengyang District, Qingdao City, Shandong Province, China；"No.42 Baifu Road, Xifu Town, Chengyang District, Qingdao City, Shandong Province, China, China · 山东 · 青岛"	""	931	青岛煜佳烨成商贸有限公司	91370214MA3N3MPRXU	丁军	批发和零售业	批发业	山东省	青岛市	城阳区	山东省青岛市城阳区惜福镇街道百福路42号	50.0	2018-05-09	""	4
176	uneede.cc	https://www.facebook.com/UNEEDEOFFICIAL；https://uneede.cc/pages/contact-1	2	官方网站；Facebook	UNEEDE	邮箱	""	""	cooperation@uneede.cc	""	""	""	""	物服务	1206	""	""	""	""	""	""	""	""	""	""	""	""	12
11	binbok.com	https://binbok.com/pages/contact-us；https://www.facebook.com/binbokmarketing/	2	官方网站；Facebook	BINBOK；BINBOK Marketing	邮箱	""	""	service@binbok.com	""	""	Hai Lu Zhi Xin(Shen Zhen)Co.,Ltd；	China · 广东 · 深圳；No. 27 Dafa Rd, Dafapu Community, Longgang Dist, Shenzhen	电子游戏	249	""	""	""	""	""	""	""	""	""	""	""	""	12
221	www.deegnt.com	""	1	工商匹配	""	邮箱	""	""	18237532927@163.com	""	郝	""	""	""	""	汝州市明晶商贸有限公司	91410482MA9FQPY703	郝欧洋	批发和零售业	零售业	河南省	平顶山市	汝州市	汝州市北环路427号	100.0	2020-09-18	""	16
239	cn-wolaco.glopalstore.com	https://www.facebook.com/WayOfLifeAthletic/；https://cn-wolaco.glopalstore.com	2	官方网站；Facebook	WOLACO；沃拉科	邮箱	""	""	info@wolaco.com	""	""	"""WAY OF LIFE ATHLETIC, INC"""	"""25 Norwood Avenue, Summit, NJ, United States, New Jersey"""	服装（品牌）	"""7,335"""	""	""	""	""	""	""	""	""	""	""	""	""	12
248	au.sannce.com	https://www.facebook.com/sannce.us/?locale=ur_PK	1	Facebook	Sannce	邮箱	""	""	support@sannce.com	""	""	""	"""Shenzhen Kean Digital Co., Ltd. Room 1001, Rujun Mansion, No. 105, Center Rd, Maantang Community, Bantian Subdistrict, Longgang District, , China · 广东 · 深圳"""	电子产品	"""5,926"""	""	""	""	""	""	""	""	""	""	""	""	""	12
2	nevstudio.com	""	1	工商匹配	""	邮箱	""	""	1923772997@qq.com	法人	朱	""	""	""	""	深圳市帝迩科技有限公司	91440300MA5DE04Q24	朱梅花	批发和零售业	批发业	广东省	深圳市	龙岗区	深圳市龙岗区吉华街道甘坑社区甘李二路9号金苹果创新园厂房A1701	100.0	2016-06-03	""	9
235	amalgamcollection.cn	https://www.facebook.com/AmalgamCollection/	1	Facebook	Amalgam Collection	固话	""	44117952	""	""	""	""	"""The Power House, Romney Avenue, Bristol, United Kingdom"""	收藏品商店	2.5 万	""	""	""	""	""	""	""	""	""	""	""	""	20
113	clottech.com	https://clottech.com/pages/contact-us	1	官方网站	clottech	邮箱	""	""	market@wesmartclothing.com	""	""	""	""	服装（品牌）	514	""	""	""	""	""	""	""	""	""	""	""	""	14
51	www.raymaxgear.com	https://www.facebook.com/RAYMAXGEAR/	1	Facebook	RaymaxGear	邮箱	""	""	info@raymaxgear.com	""	""	""	""	汽车公司	"""1,144"""	""	""	""	""	""	""	""	""	""	""	""	""	12
106	uniquedice.com	https://uniquedice.com/pages/company-profile；https://www.facebook.com/Theuniquedice/	2	官方网站；Facebook	Unique Dice	邮箱	""	""	hello@uniquedice.com	""	""	""	China · 广东 · 深圳	游戏/玩具	355	""	""	""	""	""	""	""	""	""	""	""	""	12
45	www.jasionbike.com	https://www.facebook.com/jasionebikes/	1	Facebook	Jasion Ebikes	手机	18888256366	""	""	""	""	""	""	自行车行	2.5万	""	""	""	""	""	""	""	""	""	""	""	""	4
216	cafevolcan.com	https://cafevolcan.com/pages/about-us	1	官方网站	Café del Volcán	手机	15618669291	""	""	""	""	""	""	食品与饮料公司	65	""	""	""	""	""	""	""	""	""	""	""	""	6
123	www.ktvlights.com	""	1	工商匹配	""	手机	86-16651110701	""	""	""	""	""	""	""	""	南京迈席森文化传播有限公司	91320111339389860D	马进	文化、体育和娱乐业	文化艺术业	江苏省	南京市	浦口区	南京市浦口区江浦街道凤凰大街10号-1212	1000.0	2015-07-10	""	8
12	thecottagecore.com	https://www.facebook.com/thecottagecore/；https://thecottagecore.com/pages/about-us	2	官方网站；Facebook	The Cottagecore；Cottagecore	邮箱	""	""	thecottagecore@gmail.com	""	""	""	Champion Tower, Three Garden Road, Central, Hong Kong (NOT RETURN ADDRESS)；"Champion Tower, Three Garden Road, Central, Hong Kong (NOT RETURN ADDRESS)"	服装（品牌）	5786	""	""	""	""	""	""	""	""	""	""	""	""	12
193	feblilac.store	https://www.facebook.com/feblilac/?locale=mk_MK；https://feblilac.store/pages/about-us	2	官方网站；Facebook	Feblilac Store；Feblilac	邮箱	""	""	info@feblilac.store	""	""	""	""	家居装饰	52	""	""	""	""	""	""	""	""	""	""	""	""	12
178	www.suprent-us.com	""	1	工商匹配	""	邮箱	""	""	media@8-oranges.com	""	""	""	""	""	""	八橙科技（广州）有限公司	91440106MA59DYL871	卢祥	科学研究和技术服务业	研究和试验发展	广东省	广州市	天河区	广州市天河区高唐路229号-(部位:802房)(仅限办公)	1000.0	2016-07-22	8-oranges.com	16
34	www.shopgoldenwarm.com	https://www.facebook.com/shopgoldenwarm/	1	Facebook	Shopgoldenwarm	邮箱	""	""	claire@goldenwarm.com	""	""	""	"""609 111th Street, Dock #14, Arlington TX 76011 美国德克萨斯州德克薩斯城 76011"""	五金店	831	""	""	""	""	""	""	""	""	""	""	""	""	12
14	www.gonexsport.com	https://www.facebook.com/GoNextSport/	1	Facebook	Gonex	邮箱	""	""	service@gonexer.com	""	""	""	""	户外与体育用品公司	2.3万	""	""	""	""	""	""	""	""	""	""	""	""	12
87	mogusuit.com	""	1	工商匹配	""	固话	""	86-057187333902	""	""	""	""	""	""	""	杭州铭科电子商务有限公司	91330108399937099F	吕国良	批发和零售业	零售业	浙江省	杭州市	滨江区	浙江省杭州市滨江区西兴街道缤纷街599号钱塘星宇大厦1幢901-6室	10.0	2014-06-05	""	24
2	nevstudio.com	""	1	工商匹配	""	手机	86-13418591056	""	""	法人	朱	""	""	""	""	深圳市帝迩科技有限公司	91440300MA5DE04Q24	朱梅花	批发和零售业	批发业	广东省	深圳市	龙岗区	深圳市龙岗区吉华街道甘坑社区甘李二路9号金苹果创新园厂房A1701	100.0	2016-06-03	""	1
158	yamasoro.co	https://www.facebook.com/YamasoroShopify	1	Facebook	Yamasoro	手机	17764540822	""	""	""	""	BEST CHAIR CHOICE INC；	228PARK AVES 45956 NEW YORK，NY，US 10003；	零售购物	104	""	""	""	""	""	""	""	""	""	""	""	""	4
211	worldcrochetflowers.com	https://www.facebook.com/Worldcrochetflowers/	1	Facebook	Worldcrochetflowers	邮箱	""	""	contact@worldcrochetflowers.com	""	""	""	""	工艺美术品商店	0	""	""	""	""	""	""	""	""	""	""	""	""	12
22	ucanbemakeup.com	https://www.facebook.com/ucanbemakeup/	1	Facebook	Ucanbe	邮箱	""	""	ucanbebeauty@gmail.com	""	""	""	Rm 1903,19/F Lee Garden One 33 Hysan Avenue Causeway Bay Hongkong；广东省广州市番禺区南村镇万博二路202号1栋1011	化妆品店	1.6万	""	""	""	""	""	""	""	""	""	""	""	""	12
83	grindstyle.com	https://grindstyle.com/pages/contact	1	官方网站	GrindStyle	邮箱	""	""	support@grindstyle.com	""	""	""	Flat 1506, 15/F, Lucky CenterNo. 165-171 Wan Chai RoadWan Chai, Hong Kong；	零售购物	"""2,940"""	""	""	""	""	""	""	""	""	""	""	""	""	14
189	serenevalleydesign.com	https://www.facebook.com/SereneValleyHardware/；https://serenevalleydesign.com/pages/about-us	2	官方网站；Facebook	Serene Valley	邮箱	""	""	service@serenevalleyhardware.com	""	""	""	""	家居用品	5	""	""	""	""	""	""	""	""	""	""	""	""	12
47	yandwofficial.com	https://www.facebook.com/YANDWOFFICIAL/	1	Facebook	YANDW	手机	86-15026173924	""	""	""	""	""	"""361 Falls Rd #7088, Grafton, WI 53024, USA (not return address)""；361 Falls Rd #7088, Grafton, WI 53024, USA (not return address)"	服装（品牌）	""	""	""	""	""	""	""	""	""	""	""	""	""	4
4	www.firmabs.com	https://www.facebook.com/firmabsofficial/	1	Facebook	FIRM ABS	邮箱	""	""	support@firmabs.com	""	""	马甲线（深圳）服饰有限公司	"""No. 3369, Binhai Avenue, Haizhu Community, Yuehai Street, Nanshan District, Shenzhen Guangdong, 518000, China (not a return address)"""	服装（品牌）	6.3万	马甲线（深圳）服饰有限公司	91440300MA5FTXTC02	周星彤	批发和零售业	零售业	广东省	深圳市	南山区	深圳市南山区桃源街道平山社区丽山路65号平山民企科技园3栋401	100.0	2019-09-25	firmabs.com.cn	12
111	makerdiary.com	https://www.facebook.com/makerdiary	1	Facebook	Makerdiary	邮箱	""	""	hi@makerdiary.com	""	""	；Shenzhen Zaowubang Technology Co.,Ltd.	5F, Unit 2, Junlan Building, No. 1233, Guanguang Road Shenzhen, 518110 Guangdong, China；	社群	282	""	""	""	""	""	""	""	""	""	""	""	""	12
18	iaohi.com	https://iaohi.com/pages/who-we-are	1	官方网站	AOHi	邮箱	""	""	aohisales01@aohaichina.com	""	""	""	香港湾仔告士打道160号OTB大厦25楼	电子产品	2.4万	""	""	""	""	""	""	""	""	""	""	""	""	14
64	www.beamnova.com	https://www.facebook.com/p/Beamnova-100063611754066/?paipv=0&eav=AfazI5Gujt8YQFKMJ_clR2TVsVmSL23UpgYBvK80pXxyqIzqwuOva-KjIcDxLgFXcCM&_rdr	1	Facebook	Beamnova	邮箱	""	""	customer@beamnova.com	""	""	""	""	电子商务网站	291	""	""	""	""	""	""	""	""	""	""	""	""	12
11	binbok.com	https://binbok.com/pages/contact-us	1	官方网站	BINBOK	邮箱	""	""	support@binbok.com	""	""	Hai Lu Zhi Xin(Shen Zhen)Co.,Ltd；	China · 广东 · 深圳；No. 27 Dafa Rd, Dafapu Community, Longgang Dist, Shenzhen	电子游戏	249	""	""	""	""	""	""	""	""	""	""	""	""	14
161	http://www.datadirectglobal.com	https://www.facebook.com/directgrobal/	1	Facebook	Datadirect Global Limited	邮箱	""	""	info@datadirectglobal.com	""	""	""	""	科技与工程	19	""	""	""	""	""	""	""	""	""	""	""	""	12
201	www.smd-salon.com	https://www.facebook.com/Model.salon.phone.case/	1	Facebook	Model salon	邮箱	""	""	info@smd-salon.com	""	""	深圳市尚致远科技有限公司	""	产品/服务	4468	深圳市尚致远科技有限公司	91440300MA5FU12L0F	陈楠	批发和零售业	零售业	广东省	深圳市	南山区	深圳市南山区招商街道沿山社区沿山路43号创业壹号大楼A栋107室(入驻深圳网博商务秘书有限公司)	10.0	2019-09-26	""	12
79	hobbymatehobby.com	https://www.facebook.com/hobbymatehobbyshop/；https://hobbymatehobby.com/pages/about-us	2	官方网站；Facebook	Hobbymate Hobby；Hobbymate	邮箱	""	""	hobbymatecs@hobbymatehobby.com	""	""	""	；Rm 1708 Jiansheng Bldg B Block, #1 Pingji St Nanwan, Longgang Shenzhen, China	游戏/玩具	"""2,149"""	""	""	""	""	""	""	""	""	""	""	""	""	12
247	uk.alvantor.com	https://www.facebook.com/alvantor	1	Facebook	Alvantor	手机	16265423420	""	""	""	""	"""ALVANTOR INDUSTRY CO., LTD."""	"""1931 Santa Anita Ave, South El Monte, CA, United States, California"""	零售购物	"""5,634"""	""	""	""	""	""	""	""	""	""	""	""	""	4
56	etoplus.com	https://etoplus.com/pages/contact-us	1	官方网站	TOPLUS	邮箱	""	""	support@etoplus.com	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	14
62	aquacrestfilter.com	https://aquacrestfilter.com/	1	官方网站	aquacrestfilters	邮箱	""	""	support@aquacrestfilter.com	""	""	""	Unit 2, Building 16, No 401 Mingcheng Road Room 1102 Qingdao, China, 266000；	""	""	""	""	""	""	""	""	""	""	""	""	""	""	14
250	sc.nextcigar.com	https://www.facebook.com/nextcigar/	1	Facebook	nextCIGAR	邮箱	""	""	support@nextcigar.com	""	""	""	""	烟草商店	"""1,531"""	""	""	""	""	""	""	""	""	""	""	""	""	12
59	luvkis.com	https://luvkis.com/pages/contact-us	1	官方网站	Luvkis	邮箱	""	""	support@yujiantoys.com	""	""	""	"""PO Box 30490, New York, NY, United States, New York"""	兴趣	"""1,323"""	""	""	""	""	""	""	""	""	""	""	""	""	14
48	snowears.com	https://www.facebook.com/snowearsonlineshop/	1	Facebook	Snowears_online shop	邮箱	""	""	services@snowears.com	""	""	""	"""OFFICE UNIT, 11 ON 17TH FLOOR WITTY COMMERCIAL BUILDING, Kowloon, Hong Kong"""	购物区	16	""	""	""	""	""	""	""	""	""	""	""	""	12
201	www.smd-salon.com	""	1	工商匹配	""	手机	86-19924487179	""	""	""	""	""	""	""	""	深圳市尚致远科技有限公司	91440300MA5FU12L0F	陈楠	批发和零售业	零售业	广东省	深圳市	南山区	深圳市南山区招商街道沿山社区沿山路43号创业壹号大楼A栋107室(入驻深圳网博商务秘书有限公司)	10.0	2019-09-26	""	8
151	tabhome.com	https://tabhome.com/pages/contact-us	1	官方网站	TAB	邮箱	""	""	service@tabhome.com	""	""	""	""	电子产品公司	21	""	""	""	""	""	""	""	""	""	""	""	""	14
211	worldcrochetflowers.com	https://worldcrochetflowers.com/pages/about-us	1	官方网站	lovercrochetflower	邮箱	""	""	contact@wolrdcrochetflowers.com	""	""	""	""	工艺美术品商店	0	""	""	""	""	""	""	""	""	""	""	""	""	14
166	www.rainso.com	https://www.facebook.com/rainsomagneticjewelry/	1	Facebook	Rainso Online Store	邮箱	""	""	rainojewelry@gmail.com	""	""	""	""	珠宝批发商	229	""	""	""	""	""	""	""	""	""	""	""	""	12
181	lavawa.com	https://lavawa.com/pages/contact-us	1	官方网站	LAVAWA	手机	14692581219	""	""	""	""	""	UNIT 83,3/f YAU LEE CYR, NO 45 HOI YUEN RD KWUN TONG KL HONG KONG；	箱包公司	1380	""	""	""	""	""	""	""	""	""	""	""	""	6
145	webakemall.com	https://www.facebook.com/WebakeMall；https://webakemall.com/pages/contact	2	官方网站；Facebook	Webake	邮箱	""	""	customer.service@webakemall.com	""	""	""	""	厨房/烹饪	16	""	""	""	""	""	""	""	""	""	""	""	""	12
54	reinkstone.com	https://reinkstone.com/pages/contact-us	1	官方网站	Reinkstone	邮箱	""	""	media@reinkstone.com	""	""	""	"""502, BLDG F, Huafeng International Robot Industrial Park, Bao'an Dist., China · 广东 · 深圳"""	品牌	"""1,580"""	""	""	""	""	""	""	""	""	""	""	""	""	14
95	www.ustellar.com	https://www.facebook.com/UstellarOfficial/	1	Facebook	Ustellar	邮箱	""	""	contact@ustellar.com	""	""	""	""	家居装饰	26	""	""	""	""	""	""	""	""	""	""	""	""	12
129	thesunnyzone.com	https://www.facebook.com/thesunnyzone；https://thesunnyzone.com/pages/about-us	2	官方网站；Facebook	Thesunnyzone	邮箱	""	""	support@thesunnyzone.com	""	""	""	""	产品/服务	9081	""	""	""	""	""	""	""	""	""	""	""	""	12
162	eskute.es	https://eskute.es/pages/contact-us	1	官方网站	Eskute-es	邮箱	""	""	business@eskute.com	""	""	""	""	零售购物	1033	""	""	""	""	""	""	""	""	""	""	""	""	14
29	lindakale.com	https://www.facebook.com/LindaKaleCovers/	1	Facebook	LindaKale	手机	86-13810088855	""	""	""	""	""	中国北京市石景山区双元路1号院3号楼215室	百叶窗和窗帘商店	489	""	""	""	""	""	""	""	""	""	""	""	""	4
196	www.easyoutdoor.club	https://www.easyoutdoor.club/pages/contact-us	1	官方网站	EasyOutdoor	邮箱	""	""	easyoutdoor.service@gmail.com	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	14
191	fibflx.com	https://www.facebook.com/FibflxNaturalFibers	1	Facebook	Fibflx Natural Fibers	手机	16468288590	""	""	""	""	""	""	服装（品牌）	22	""	""	""	""	""	""	""	""	""	""	""	""	4
32	bottlebottle.com	https://bottlebottle.com	1	官方网站	bottlebottle	邮箱	""	""	emma@bottlebottle.com	""	""	""	""	零售购物	2.1万	""	""	""	""	""	""	""	""	""	""	""	""	14
217	innaroma.co	https://www.facebook.com/innaromaUS/?locale=mt_MT；https://innaroma.co/policies/contact-information	2	官方网站；Facebook	Innaroma；Innaroma	邮箱	""	""	hello@innaroma.co	""	""	Physical address: Trend Valley Tech Co., Ltd., no.10 Kexing Road, Shen Zhen Shi, Guangdong, China；	"""6300 Canterbury Drive, 202, Culver City, CA, United States, California""；Trend Valley Tech Co., Ltd., no.10 Kexing Road, Shen Zhen Shi, Guangdong, China"	电子商务网站	1	""	""	""	""	""	""	""	""	""	""	""	""	12
134	eskute.de	https://eskute.de	1	官方网站	Eskute DE	邮箱	""	""	wendy@eskute.com	""	""	""	"""Kirschgarten 20, 55116 Mainz, Mainz, Germany"""	产品/服务	3796	""	""	""	""	""	""	""	""	""	""	""	""	14
53	keaiart.com	https://keaiart.com/pages/about-us	1	官方网站	KEAIART	手机	86-17075028056	""	""	""	""	；KEAIART LIMITED	""	零售购物	161	基亚特有限公司	3030117	""	采矿业	有色金属矿采选业	""	""	""	""	""	2021-03-19	""	6
245	cn-fullmoonloom.glopalstore.com	https://www.facebook.com/profile.php?id=100064681777281	1	Facebook	Full Moon Loom	手机	16035290021	""	""	""	""	""	""	家居装饰	3.4 万	""	""	""	""	""	""	""	""	""	""	""	""	4
122	irepart.com	https://irepart.com/pages/contact；https://www.facebook.com/repartphoneparts	2	官方网站；Facebook	REPART	邮箱	""	""	agency@irepart.com	""	""	""	Shenzhen, China；	电子产品	896	""	""	""	""	""	""	""	""	""	""	""	""	12
202	www.warmin.de	https://www.facebook.com/people/Warmin/100050441017670/?locale=bn_IN&paipv=0&eav=AfYq1o_DhxNjP3cwQessi0JnsNVl7xtWz_-UzK0VZ5bhkXIrp4RXGHbYg-W-AirHK9U&_rdr	1	Facebook	Warmin	邮箱	""	""	customer@warmin.de	""	""	""	""	购物服务	"""4,082"""	""	""	""	""	""	""	""	""	""	""	""	""	12
171	moidoss.com	https://www.facebook.com/p/Moidoss-Fashion-100083167826619/?paipv=0&eav=AfYlV4t9Wrrs8MrTnIAcV3ztQEpSF8qN8XX9AxmGRfL6juMP-lHpCC-5GGEpR-yY_iM&_rdr	1	Facebook	Moidoss Fashion	邮箱	""	""	support@moidoss.com	""	""	""	""	男装店	239	""	""	""	""	""	""	""	""	""	""	""	""	12
191	fibflx.com	https://www.facebook.com/FibflxNaturalFibers；https://fibflx.com	2	官方网站；Facebook	Fibflx Natural Fibers；Fibflx	邮箱	""	""	hello@fibflx.com	""	""	""	""	服装（品牌）	22	""	""	""	""	""	""	""	""	""	""	""	""	12
72	jonxifon.com	""	1	工商匹配	""	邮箱	""	""	934534848@qq.com	""	""	""	""	""	""	滁州凯尔福电子商务有限公司	91341124MA2TEP9GX5	曹伟枫	批发和零售业	零售业	安徽省	滁州市	全椒县	安徽省滁州市全椒县襄河镇椒陵大道168号颐高新天地乐淘城电商展示中心202号商铺	10.0	2019-01-23	""	16
150	www.hyphen-x.com	https://www.facebook.com/HyphenXDirect	1	Facebook	Hyphen-X	邮箱	""	""	support@hyphen-x.com	""	""	""	"""2103 W 32ND AVE DENVER, CO 80211, Denver, CO, United States, Colorado"""	电子产品	20	""	""	""	""	""	""	""	""	""	""	""	""	12
109	mooncosya.com	https://mooncosya.com/pages/about-us	1	官方网站	MoonCos	固话	""	8111143	""	""	""	""	""	演出服装店	11	""	""	""	""	""	""	""	""	""	""	""	""	22
2	nevstudio.com	https://www.facebook.com/nevstudioofficial/；https://nevstudio.com/pages/contact-us	2	官方网站；Facebook	nevstudio；Nevstudio	邮箱	""	""	support@nevstudio.com	""	""	深圳市帝迩科技有限公司	""	服装	4.6万	深圳市帝迩科技有限公司	91440300MA5DE04Q24	朱梅花	批发和零售业	批发业	广东省	深圳市	龙岗区	深圳市龙岗区吉华街道甘坑社区甘李二路9号金苹果创新园厂房A1701	100.0	2016-06-03	""	12
108	tagry.store	https://tagry.store/pages/contact-us	1	官方网站	TAGRY	邮箱	""	""	support@tagry.store	""	""	""	""	零售公司	2269万	""	""	""	""	""	""	""	""	""	""	""	""	14
215	bellababy-med.com	https://www.facebook.com/Bellababy.med/；https://bellababy-med.com/pages/contact-us	2	官方网站；Facebook	Bellababy ；Bellababy	邮箱	""	""	service@bellababy-med.com	""	""	""	""	幼儿用品/儿童用品	"""1,375"""	""	""	""	""	""	""	""	""	""	""	""	""	12
56	etoplus.com	https://etoplus.com/pages/contact-us	1	官方网站	TOPLUS	邮箱	""	""	marketing@etoplus.com	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	14
186	www.pinkfad.com	https://www.facebook.com/pinkfad/?locale=zh_CN	1	Facebook	Pinkfad	邮箱	""	""	support@pinkfad.com	""	""	""	""	服装（品牌）	71	""	""	""	""	""	""	""	""	""	""	""	""	12
102	nerocycle.com	https://www.facebook.com/nerocycle/	1	Facebook	Nero Cycle	邮箱	""	""	info@nerocycle.com	""	""	""	"""San Francisco, CA, United States, California"""	户外与体育用品公司	27	""	""	""	""	""	""	""	""	""	""	""	""	12
74	lipower.com	https://www.facebook.com/lipowerofficial/；https://lipower.com/pages/about-us	2	官方网站；Facebook	LIPOWER ；LIPOWER	邮箱	""	""	support@lipowershop.com	""	""	""	4th Floor, No. 11, Tongfu Estate Industrial Zone, Dalang Street, Shenzhen, 518000, China；	户外装备店	937	""	""	""	""	""	""	""	""	""	""	""	""	12
157	jeemak.com	https://jeemak.com/pages/contact-us	1	官方网站	Jeemak	邮箱	""	""	support@jeemak.com	""	""	Hongkong Toguard Electronics Co., Ltd.；	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	14
258	de.sinocare.com	https://www.facebook.com/SinocareOfficial/	1	Facebook	Sinocare	手机	86-18570079401	""	""	""	""	""	""	医疗与健康	49 万	""	""	""	""	""	""	""	""	""	""	""	""	4
196	www.easyoutdoor.club	https://www.easyoutdoor.club/pages/contact-us	1	官方网站	EasyOutdoor	邮箱	""	""	dealggo@gmail.com	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	14
96	www.blingcute.com	https://www.facebook.com/profile.php?id=100075856255196	1	Facebook	Blingcute	邮箱	""	""	contact@blingcute.com	""	""	""	"""28-10 Jackson Ave, apt 4A,, Long Island City, New York, NY, United States, New York"""	工艺美术品商店	163	""	""	""	""	""	""	""	""	""	""	""	""	12
139	aroham.net	https://aroham.net/pages/contact-us	1	官方网站	Aroham	邮箱	""	""	yeaminkamanai0@gmail.com	""	""	""	"""403 bay, Calf Creek, TX, United States, Texas""；Room 62, No. 418, Shatai South Road, Tianhe District, Guangzhou, China"	汽车	1092	""	""	""	""	""	""	""	""	""	""	""	""	14
222	dreamlight.tech	https://www.facebook.com/Dreamlight.official/	1	Facebook	Dreamlight Inc	邮箱	""	""	sales1@dreamlight.tech	""	""	""	Dreamlight, Inc. 17583 Railroad St. City of Industry, CA 91748；	保健/美容	25	""	""	""	""	""	""	""	""	""	""	""	""	12
163	rolisastyle.com	https://rolisastyle.com/pages/contact-us	1	官方网站	RolisaStyle	邮箱	""	""	help@rolisastyle.com	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	14
